Chromosome,Start,End,Name
chr4,98372366,98373066,NegativeControl-AR_motif_8277
chr4,107585077,107585777,NegativeControl-AR_motif_8375
chr4,77777972,77778672,NegativeControl-AR_motif_8090
chr4,178849450,178850150,NegativeControl-AR_motif_9058
chr4,117101178,117101878,NegativeControl-AR_motif_8460
chr4,92288440,92289140,NegativeControl-AR_motif_8231
chr4,145322162,145322862,NegativeControl-AR_motif_8718
chr4,110567585,110568285,NegativeControl-AR_motif_8403
chr4,157937481,157938181,NegativeControl-AR_motif_8865
chr4,123701629,123702329,NegativeControl-AR_motif_8526
chr4,6562484,6563184,NegativeControl-AR_motif_7428
chr4,32224741,32225441,NegativeControl-AR_motif_7708
chr4,47433109,47433809,NegativeControl-AR_motif_7840
chr4,128288677,128289377,NegativeControl-AR_motif_8572
chr4,20335293,20335993,NegativeControl-AR_motif_7602
chr4,95856905,95857605,NegativeControl-AR_motif_8260
chr4,44819722,44820422,NegativeControl-AR_motif_7818
chr4,169324267,169324967,NegativeControl-AR_motif_8955
chr4,131548266,131548966,NegativeControl-AR_motif_8597
chr4,185285090,185285790,NegativeControl-AR_motif_9122
chr4,71493625,71494325,NegativeControl-AR_motif_8031
chr4,5546356,5547056,NegativeControl-AR_motif_7419
chr4,169938280,169938980,NegativeControl-AR_motif_8963
chr4,4566516,4567216,NegativeControl-AR_motif_7406
chr4,4638694,4639394,NegativeControl-AR_motif_7408
chr4,127138288,127138988,NegativeControl-AR_motif_8556
chr4,156458341,156459041,NegativeControl-AR_motif_8849
chr4,153009665,153010365,NegativeControl-AR_motif_8804
chr4,170961855,170962555,NegativeControl-AR_motif_8976
chr4,148167572,148168272,NegativeControl-AR_motif_8746
chr4,8441926,8442626,NegativeControl-AR_motif_7465
chr4,18197040,18197740,NegativeControl-AR_motif_7588
chr4,12338596,12339296,NegativeControl-AR_motif_7517
chr4,176265870,176266570,NegativeControl-AR_motif_9030
chr4,120174663,120175363,NegativeControl-AR_motif_8491
chr4,62290579,62291279,NegativeControl-AR_motif_7959
chr4,27548935,27549635,NegativeControl-AR_motif_7676
chr4,79983230,79983930,NegativeControl-AR_motif_8115
chr4,13869959,13870659,NegativeControl-AR_motif_7532
chr4,141352552,141353252,NegativeControl-AR_motif_8683
chr4,26940,27640,NegativeControl-AR_motif_7350
chr4,166023305,166024005,NegativeControl-AR_motif_8935
chr4,22225561,22226261,NegativeControl-AR_motif_7625
chr4,110715723,110716423,NegativeControl-AR_motif_8407
chr4,104647510,104648210,NegativeControl-AR_motif_8341
chr4,153057122,153057822,NegativeControl-AR_motif_8806
chr4,139531560,139532260,NegativeControl-AR_motif_8663
chr4,178823985,178824685,NegativeControl-AR_motif_9057
chr4,181889596,181890296,NegativeControl-AR_motif_9085
chr4,7612024,7612724,NegativeControl-AR_motif_7444
chr4,42778528,42779228,NegativeControl-AR_motif_7800
chr4,25006552,25007252,NegativeControl-AR_motif_7653
chr4,63280056,63280756,NegativeControl-AR_motif_7967
chr4,123591188,123591888,NegativeControl-AR_motif_8523
chr4,36897622,36898322,NegativeControl-AR_motif_7747
chr4,152695029,152695729,NegativeControl-AR_motif_8795
chr4,52817451,52818151,NegativeControl-AR_motif_7866
chr4,146713030,146713730,NegativeControl-AR_motif_8729
chr4,15839872,15840572,NegativeControl-AR_motif_7559
chr4,144139224,144139924,NegativeControl-AR_motif_8707
chr4,58884977,58885677,NegativeControl-AR_motif_7934
chr4,20267826,20268526,NegativeControl-AR_motif_7601
chr4,190834643,190835343,NegativeControl-AR_motif_9180
chr4,175781852,175782552,NegativeControl-AR_motif_9024
chr4,12922097,12922797,NegativeControl-AR_motif_7520
chr4,140787002,140787702,NegativeControl-AR_motif_8676
chr4,150407886,150408586,NegativeControl-AR_motif_8767
chr4,81130815,81131515,NegativeControl-AR_motif_8123
chr4,170362375,170363075,NegativeControl-AR_motif_8968
chr4,66067940,66068640,NegativeControl-AR_motif_7986
chr4,106927796,106928496,NegativeControl-AR_motif_8368
chr4,4109715,4110415,NegativeControl-AR_motif_7403
chr4,22945614,22946314,NegativeControl-AR_motif_7635
chr4,97423022,97423722,NegativeControl-AR_motif_8274
chr4,102998602,102999302,NegativeControl-AR_motif_8323
chr4,81328954,81329654,NegativeControl-AR_motif_8127
chr4,152803930,152804630,NegativeControl-AR_motif_8799
chr4,41377834,41378534,NegativeControl-AR_motif_7784
chr4,53053709,53054409,NegativeControl-AR_motif_7870
chr4,161260556,161261256,NegativeControl-AR_motif_8892
chr4,152771549,152772249,NegativeControl-AR_motif_8796
chr4,170418486,170419186,NegativeControl-AR_motif_8970
chr4,77471019,77471719,NegativeControl-AR_motif_8087
chr4,55823367,55824067,NegativeControl-AR_motif_7898
chr4,104733639,104734339,NegativeControl-AR_motif_8344
chr4,15435253,15435953,NegativeControl-AR_motif_7556
chr4,150748539,150749239,NegativeControl-AR_motif_8773
chr4,62792318,62793018,NegativeControl-AR_motif_7963
chr4,149231588,149232288,NegativeControl-AR_motif_8760
chr4,171957169,171957869,NegativeControl-AR_motif_8984
chr4,112567141,112567841,NegativeControl-AR_motif_8422
chr4,22832726,22833426,NegativeControl-AR_motif_7631
chr4,148055508,148056208,NegativeControl-AR_motif_8740
chr4,124221293,124221993,NegativeControl-AR_motif_8534
chr4,168700002,168700702,NegativeControl-AR_motif_8950
chr4,84576872,84577572,NegativeControl-AR_motif_8155
chr4,46981819,46982519,NegativeControl-AR_motif_7836
chr4,121361999,121362699,NegativeControl-AR_motif_8503
chr4,167223341,167224041,NegativeControl-AR_motif_8944
chr4,21210772,21211472,NegativeControl-AR_motif_7614
chr4,48184433,48185133,NegativeControl-AR_motif_7855
chr4,100338519,100339219,NegativeControl-AR_motif_8299
chr4,187172061,187172761,NegativeControl-AR_motif_9138
chr4,148159241,148159941,NegativeControl-AR_motif_8745
chr4,179535507,179536207,NegativeControl-AR_motif_9063
chr4,146357154,146357854,NegativeControl-AR_motif_8726
chr4,151455331,151456031,NegativeControl-AR_motif_8779
chr4,99532640,99533340,NegativeControl-AR_motif_8292
chr4,156097709,156098409,NegativeControl-AR_motif_8844
chr4,155078803,155079503,NegativeControl-AR_motif_8832
chr4,122312834,122313534,NegativeControl-AR_motif_8509
chr4,53350665,53351365,NegativeControl-AR_motif_7872
chr4,119524351,119525051,NegativeControl-AR_motif_8485
chr4,76875529,76876229,NegativeControl-AR_motif_8083
chr4,180150668,180151368,NegativeControl-AR_motif_9072
chr4,173312071,173312771,NegativeControl-AR_motif_8998
chr4,5194117,5194817,NegativeControl-AR_motif_7417
chr4,180753463,180754163,NegativeControl-AR_motif_9076
chr4,25783442,25784142,NegativeControl-AR_motif_7659
chr4,163708547,163709247,NegativeControl-AR_motif_8906
chr4,137568335,137569035,NegativeControl-AR_motif_8653
chr4,179794560,179795260,NegativeControl-AR_motif_9068
chr4,112574086,112574786,NegativeControl-AR_motif_8423
chr4,176234846,176235546,NegativeControl-AR_motif_9029
chr4,101345036,101345736,NegativeControl-AR_motif_8309
chr4,125922305,125923005,NegativeControl-AR_motif_8545
chr4,79080054,79080754,NegativeControl-AR_motif_8103
chr4,22852041,22852741,NegativeControl-AR_motif_7633
chr4,187222237,187222937,NegativeControl-AR_motif_9140
chr4,61961978,61962678,NegativeControl-AR_motif_7957
chr4,30494269,30494969,NegativeControl-AR_motif_7697
chr4,9001375,9002075,NegativeControl-AR_motif_7478
chr4,119815013,119815713,NegativeControl-AR_motif_8487
chr4,173483788,173484488,NegativeControl-AR_motif_8999
chr4,56552581,56553281,NegativeControl-AR_motif_7913
chr4,118016850,118017550,NegativeControl-AR_motif_8471
chr4,130925656,130926356,NegativeControl-AR_motif_8592
chr4,14670747,14671447,NegativeControl-AR_motif_7544
chr4,7185693,7186393,NegativeControl-AR_motif_7438
chr4,190581421,190582121,NegativeControl-AR_motif_9178
chr4,135869171,135869871,NegativeControl-AR_motif_8638
chr4,82137119,82137819,NegativeControl-AR_motif_8134
chr4,94363357,94364057,NegativeControl-AR_motif_8245
chr4,55060563,55061263,NegativeControl-AR_motif_7895
chr4,110612139,110612839,NegativeControl-AR_motif_8404
chr4,87764546,87765246,NegativeControl-AR_motif_8185
chr4,144508915,144509615,NegativeControl-AR_motif_8708
chr4,136462421,136463121,NegativeControl-AR_motif_8642
chr4,127535947,127536647,NegativeControl-AR_motif_8564
chr4,76258499,76259199,NegativeControl-AR_motif_8075
chr4,182641948,182642648,NegativeControl-AR_motif_9094
chr4,148090315,148091015,NegativeControl-AR_motif_8741
chr4,92432953,92433653,NegativeControl-AR_motif_8233
chr4,129515899,129516599,NegativeControl-AR_motif_8580
chr4,84718772,84719472,NegativeControl-AR_motif_8159
chr4,135333154,135333854,NegativeControl-AR_motif_8633
chr4,131357665,131358365,NegativeControl-AR_motif_8596
chr4,173125230,173125930,NegativeControl-AR_motif_8996
chr4,127697756,127698456,NegativeControl-AR_motif_8567
chr4,135630242,135630942,NegativeControl-AR_motif_8637
chr4,8310285,8310985,NegativeControl-AR_motif_7461
chr4,166020900,166021600,NegativeControl-AR_motif_8934
chr4,147362076,147362776,NegativeControl-AR_motif_8738
chr4,147172928,147173628,NegativeControl-AR_motif_8736
chr4,90602242,90602942,LNcaP_pos_19-PositiveControl
chr4,173903219,173903919,LNcaP_pos_20-PositiveControl
chr4,63297066,63297766,LNcaP_pos_40-PositiveControl
chr4,123719137,123719837,LNcaP_pos_58-PositiveControl
chr4,84838670,84839370,LNcaP_pos_65-PositiveControl
chr4,191036953,191037653,LNcaP_pos_102-PositiveControl
chr4,78263479,78264179,LNcaP_pos_105-PositiveControl
chr4,97664450,97665150,LNcaP_pos_106-PositiveControl
chr4,119318256,119318956,LNcaP_pos_127-PositiveControl
chr4,78253940,78254640,LNcaP_pos_139-PositiveControl
chr4,49496740,49497440,LNcaP_pos_145-PositiveControl
chr4,125834475,125835175,LNcaP_pos_159-PositiveControl
chr4,31235926,31236626,LNcaP_pos_169-PositiveControl
chr4,8065120,8065820,LNcaP_pos_182-PositiveControl
chr4,159092178,159092878,LNcaP_pos_184-PositiveControl
chr4,24870430,24871130,LNcaP_pos_186-PositiveControl
chr4,2010419,2011119,LNcaP_pos_205-PositiveControl
chr4,165457780,165458480,LNcaP_pos_213-PositiveControl
chr4,84091962,84092662,LNcaP_pos_231-PositiveControl
chr4,181619758,181620458,LNcaP_pos_236-PositiveControl
chr4,186717472,186718172,LNcaP_pos_247-PositiveControl
chr4,88740295,88740995,LNcaP_pos_288-PositiveControl
chr4,35521554,35522254,LNcaP_pos_293-PositiveControl
chr4,168818208,168818908,LNcaP_pos_294-PositiveControl
chr4,5774787,5775487,LNcaP_pos_330-PositiveControl
chr4,112898548,112899248,LNcaP_pos_344-PositiveControl
chr4,123524292,123524992,LNcaP_pos_354-PositiveControl
chr4,12422820,12423520,LNcaP_pos_362-PositiveControl
chr4,75278962,75279662,LNcaP_pos_371-PositiveControl
chr4,86242092,86242792,LNcaP_pos_372-PositiveControl
chr4,144162880,144163580,LNcaP_pos_398-PositiveControl
chr4,133044977,133045677,LNcaP_pos_409-PositiveControl
chr4,155798083,155798783,LNcaP_pos_424-PositiveControl
chr4,157692344,157693044,LNcaP_pos_431-PositiveControl
chr4,116345794,116346494,LNcaP_pos_449-PositiveControl
chr4,116890828,116891528,LNcaP_pos_472-PositiveControl
chr4,104675868,104676568,LNcaP_pos_491-PositiveControl
chr5,149753,150453,peakno_1041-ARBS
chr5,3741213,3741913,peakno_1056-ARBS
chr5,5209022,5209722,peakno_1430-ARBS
chr5,7763754,7764454,onlynormal_read_69-ARBS
chr5,11561264,11561964,peakno_1459-ARBS
chr5,11992482,11993182,peakno_1471-ARBS
chr5,13731228,13731928,peakno_1472-ARBS
chr5,13944732,13945432,peakno_848-ARBS
chr5,14008844,14009544,peakno_849-ARBS
chr5,14523582,14524282,peakno_1488-ARBS
chr5,14528963,14529663,peakno_1489-ARBS
chr5,14588916,14589616,overlapped_read_170-ARBS
chr5,14716884,14717584,peakno_1711-ARBS
chr5,14721938,14722638,overlapped_read_171-ARBS
chr5,14983565,14984265,peakno_1504-ARBS
chr5,15904077,15904777,peakno_363-ARBS
chr5,16547449,16548149,overlapped_read_172-ARBS
chr5,16776478,16777178,overlapped_read_173-ARBS
chr5,16846112,16846812,peakno_368-ARBS
chr5,17077754,17078454,peakno_369-ARBS
chr5,19497202,19497902,peakno_378-ARBS
chr5,23727200,23727900,peakno_385-ARBS
chr5,23876238,23876938,peakno_386-ARBS
chr5,28880808,28881508,peakno_392-ARBS
chr5,29485292,29485992,peakno_393-ARBS
chr5,29804062,29804762,peakno_394-ARBS
chr5,30605618,30606318,peakno_397-ARBS
chr5,30638906,30639606,peakno_398-ARBS
chr5,31683351,31684051,peakno_399-ARBS
chr5,32145481,32146181,peakno_1888-ARBS
chr5,32174766,32175466,peakno_567-ARBS
chr5,32193585,32194285,peakno_568-ARBS
chr5,32331300,32332000,peakno_817-ARBS
chr5,33487178,33487878,overlapped_read_186-ARBS
chr5,34510860,34511560,peakno_665-ARBS
chr5,35890108,35890808,peakno_668-ARBS
chr5,36285837,36286537,peakno_675-ARBS
chr5,37254604,37255304,peakno_676-ARBS
chr5,37501078,37501778,peakno_677-ARBS
chr5,38115441,38116141,peakno_682-ARBS
chr5,38167482,38168182,peakno_683-ARBS
chr5,38561504,38562204,peakno_684-ARBS
chr5,38614041,38614741,peakno_689-ARBS
chr5,38666853,38667553,overlapped_read_189-ARBS
chr5,38692701,38693401,peakno_690-ARBS
chr5,38782944,38783644,peakno_691-ARBS
chr5,38796012,38796712,onlynormal_read_79-ARBS
chr5,39633164,39633864,peakno_694-ARBS
chr5,39905256,39905956,peakno_695-ARBS
chr5,40306928,40307628,peakno_697-ARBS
chr5,40376151,40376851,peakno_698-ARBS
chr5,40382014,40382714,peakno_699-ARBS
chr5,40521329,40522029,peakno_700-ARBS
chr5,40685094,40685794,peakno_701-ARBS
chr5,41193681,41194381,onlynormal_read_80-ARBS
chr5,41761629,41762329,peakno_1078-ARBS
chr5,41771504,41772204,peakno_1079-ARBS
chr5,42108448,42109148,peakno_1080-ARBS
chr5,42426526,42427226,peakno_1081-ARBS
chr5,42461494,42462194,peakno_1082-ARBS
chr5,54865082,54865782,peakno_1093-ARBS
chr5,54931753,54932453,peakno_1094-ARBS
chr5,55217204,55217904,peakno_1095-ARBS
chr5,55353920,55354620,overlapped_read_193-ARBS
chr5,56129690,56130390,peakno_1096-ARBS
chr5,56748620,56749320,peakno_1097-ARBS
chr5,58105772,58106472,peakno_1358-ARBS
chr5,58423336,58424036,onlynormal_read_82-ARBS
chr5,58527136,58527836,peakno_1359-ARBS
chr5,58613080,58613780,onlynormal_read_83-ARBS
chr5,58676390,58677090,overlapped_read_195-ARBS
chr5,58887706,58888406,peakno_1365-ARBS
chr5,59599615,59600315,peakno_1367-ARBS
chr5,59682707,59683407,peakno_1368-ARBS
chr5,59743154,59743854,peakno_1369-ARBS
chr5,60122932,60123632,peakno_1373-ARBS
chr5,61296294,61296994,peakno_1377-ARBS
chr5,61427994,61428694,peakno_1378-ARBS
chr5,63032966,63033666,peakno_1381-ARBS
chr5,63219658,63220358,peakno_1382-ARBS
chr5,63915328,63916028,peakno_1383-ARBS
chr5,66450305,66451005,peakno_1385-ARBS
chr5,66564012,66564712,peakno_1682-ARBS
chr5,66931718,66932418,peakno_1801-ARBS
chr5,66989766,66990466,peakno_1951-ARBS
chr5,66994311,66995011,peakno_1802-ARBS
chr5,67111493,67112193,peakno_1803-ARBS
chr5,67294378,67295078,overlapped_read_216-ARBS
chr5,67389132,67389832,overlapped_read_217-ARBS
chr5,67466768,67467468,overlapped_read_218-ARBS
chr5,67497564,67498264,peakno_1805-ARBS
chr5,67713995,67714695,onlynormal_read_91-ARBS
chr5,68572341,68573041,peakno_1806-ARBS
chr5,70927809,70928509,peakno_1807-ARBS
chr5,71010611,71011311,peakno_1808-ARBS
chr5,71044094,71044794,onlynormal_read_92-ARBS
chr5,71269904,71270604,overlapped_read_221-ARBS
chr5,71306018,71306718,overlapped_read_222-ARBS
chr5,72810917,72811617,peakno_1817-ARBS
chr5,72837170,72837870,peakno_1818-ARBS
chr5,72840224,72840924,peakno_1819-ARBS
chr5,72848383,72849083,peakno_1820-ARBS
chr5,73400219,73400919,peakno_1822-ARBS
chr5,73623824,73624524,peakno_1823-ARBS
chr5,74656885,74657585,peakno_1827-ARBS
chr5,75791948,75792648,overlapped_read_224-ARBS
chr5,75843168,75843868,overlapped_read_225-ARBS
chr5,76434530,76435230,overlapped_read_227-ARBS
chr5,77390789,77391489,peakno_2259-ARBS
chr5,78469356,78470056,peakno_2264-ARBS
chr5,79477300,79478000,peakno_2278-ARBS
chr5,79542834,79543534,overlapped_read_228-ARBS
chr5,79920828,79921528,overlapped_read_229-ARBS
chr5,80058890,80059590,peakno_2294-ARBS
chr5,81306376,81307076,peakno_2297-ARBS
chr5,82049766,82050466,peakno_1896-ARBS
chr5,86981830,86982530,peakno_2318-ARBS
chr5,87551854,87552554,peakno_2329-ARBS
chr5,93697372,93698072,peakno_2514-ARBS
chr5,94497706,94498406,peakno_2517-ARBS
chr5,94977392,94978092,peakno_2518-ARBS
chr5,95055902,95056602,peakno_2531-ARBS
chr5,95192823,95193523,overlapped_read_231-ARBS
chr5,95325221,95325921,onlynormal_read_96-ARBS
chr5,101961071,101961771,peakno_2550-ARBS
chr5,113668246,113668946,peakno_1709-ARBS
chr5,113713443,113714143,peakno_2751-ARBS
chr5,113901392,113902092,peakno_2755-ARBS
chr5,114038172,114038872,peakno_2764-ARBS
chr5,114512031,114512731,peakno_2765-ARBS
chr5,114893959,114894659,overlapped_read_251-ARBS
chr5,115966661,115967361,peakno_2769-ARBS
chr5,117216529,117217229,peakno_2771-ARBS
chr5,117714506,117715206,overlapped_read_252-ARBS
chr5,117866842,117867542,peakno_2772-ARBS
chr5,118664280,118664980,peakno_2784-ARBS
chr5,118753478,118754178,peakno_2788-ARBS
chr5,118837174,118837874,peakno_2789-ARBS
chr5,119343179,119343879,peakno_2798-ARBS
chr5,119388702,119389402,overlapped_read_253-ARBS
chr5,121339748,121340448,peakno_2268-ARBS
chr5,122733024,122733724,peakno_2271-ARBS
chr5,123991468,123992168,peakno_2272-ARBS
chr5,124511614,124512314,peakno_2287-ARBS
chr5,124820705,124821405,overlapped_read_254-ARBS
chr5,125391643,125392343,peakno_2291-ARBS
chr5,125839304,125840004,peakno_2301-ARBS
chr5,125844484,125845184,overlapped_read_255-ARBS
chr5,126310102,126310802,peakno_2302-ARBS
chr5,126984918,126985618,peakno_838-ARBS
chr5,127089848,127090548,peakno_2319-ARBS
chr5,127162930,127163630,peakno_2325-ARBS
chr5,127652637,127653337,peakno_2338-ARBS
chr5,130243705,130244405,peakno_2524-ARBS
chr5,130586337,130587037,peakno_2526-ARBS
chr5,130596466,130597166,peakno_2527-ARBS
chr5,131007776,131008476,peakno_2540-ARBS
chr5,132625552,132626252,peakno_2547-ARBS
chr5,133089648,133090348,peakno_2564-ARBS
chr5,133220342,133221042,peakno_2565-ARBS
chr5,133328932,133329632,peakno_1760-ARBS
chr5,133635053,133635753,peakno_2566-ARBS
chr5,133961942,133962642,peakno_2583-ARBS
chr5,135286710,135287410,peakno_2596-ARBS
chr5,135711454,135712154,peakno_2597-ARBS
chr5,136528013,136528713,overlapped_read_256-ARBS
chr5,136545170,136545870,peakno_2600-ARBS
chr5,136550328,136551028,peakno_2609-ARBS
chr5,136590272,136590972,overlapped_read_257-ARBS
chr5,136639733,136640433,peakno_2611-ARBS
chr5,136651503,136652203,overlapped_read_258-ARBS
chr5,136850810,136851510,peakno_2623-ARBS
chr5,137534219,137534919,peakno_2627-ARBS
chr5,141571786,141572486,peakno_2823-ARBS
chr5,142940692,142941392,overlapped_read_266-ARBS
chr5,143861258,143861958,peakno_2843-ARBS
chr5,144150690,144151390,peakno_2845-ARBS
chr5,146892069,146892769,peakno_2858-ARBS
chr5,147136012,147136712,peakno_2859-ARBS
chr5,147214796,147215496,peakno_2860-ARBS
chr5,147290864,147291564,peakno_2863-ARBS
chr5,147483592,147484292,peakno_2864-ARBS
chr5,147521082,147521782,peakno_2865-ARBS
chr5,147764478,147765178,peakno_2875-ARBS
chr5,147777752,147778452,peakno_2876-ARBS
chr5,148192794,148193494,peakno_2882-ARBS
chr5,148221006,148221706,overlapped_read_267-ARBS
chr5,148243944,148244644,peakno_2889-ARBS
chr5,148284793,148285493,peakno_841-ARBS
chr5,148398550,148399250,peakno_2890-ARBS
chr5,148869135,148869835,peakno_2895-ARBS
chr5,148980373,148981073,overlapped_read_268-ARBS
chr5,148993420,148994120,peakno_2896-ARBS
chr5,149013609,149014309,peakno_242-ARBS
chr5,149375834,149376534,peakno_246-ARBS
chr5,150788044,150788744,peakno_248-ARBS
chr5,150793218,150793918,peakno_249-ARBS
chr5,150793960,150794660,peakno_250-ARBS
chr5,150842716,150843416,peakno_251-ARBS
chr5,150849284,150849984,peakno_254-ARBS
chr5,154213480,154214180,peakno_255-ARBS
chr5,154925464,154926164,peakno_259-ARBS
chr5,155005561,155006261,overlapped_read_269-ARBS
chr5,155057732,155058432,peakno_260-ARBS
chr5,155134662,155135362,peakno_261-ARBS
chr5,155959698,155960398,peakno_262-ARBS
chr5,156097472,156098172,peakno_265-ARBS
chr5,156105371,156106071,peakno_266-ARBS
chr5,156351568,156352268,peakno_267-ARBS
chr5,156399098,156399798,peakno_268-ARBS
chr5,158613137,158613837,overlapped_read_270-ARBS
chr5,159283610,159284310,peakno_273-ARBS
chr5,160297024,160297724,peakno_275-ARBS
chr5,162867794,162868494,peakno_453-ARBS
chr5,163618230,163618930,peakno_454-ARBS
chr5,164037188,164037888,peakno_455-ARBS
chr5,165235138,165235838,peakno_457-ARBS
chr5,165303318,165304018,peakno_458-ARBS
chr5,165489562,165490262,peakno_460-ARBS
chr5,167780234,167780934,overlapped_read_271-ARBS
chr5,168459008,168459708,peakno_461-ARBS
chr5,169360758,169361458,peakno_1931-ARBS
chr5,171810094,171810794,peakno_463-ARBS
chr5,171960329,171961029,peakno_1724-ARBS
chr5,171992372,171993072,onlynormal_read_115-ARBS
chr5,172222192,172222892,onlynormal_read_116-ARBS
chr5,172295942,172296642,onlynormal_read_121-ARBS
chr5,172426624,172427324,peakno_1684-ARBS
chr5,172438445,172439145,overlapped_read_278-ARBS
chr5,172469484,172470184,peakno_467-ARBS
chr5,172846749,172847449,overlapped_read_279-ARBS
chr5,173353018,173353718,peakno_640-ARBS
chr5,173380381,173381081,peakno_1912-ARBS
chr5,177731719,177732419,peakno_643-ARBS
chr5,177752944,177753644,onlynormal_read_124-ARBS
chr5,177758458,177759158,overlapped_read_283-ARBS
chr5,179110712,179111412,peakno_645-ARBS
chr5,161847605,161848305,NegativeControl-AR_motif_10945
chr5,173575251,173575951,NegativeControl-AR_motif_11068
chr5,168043051,168043751,NegativeControl-AR_motif_10998
chr5,2725708,2726408,NegativeControl-AR_motif_9239
chr5,35994585,35995285,NegativeControl-AR_motif_9589
chr5,137179498,137180198,NegativeControl-AR_motif_10625
chr5,105081601,105082301,NegativeControl-AR_motif_10303
chr5,78297459,78298159,NegativeControl-AR_motif_10043
chr5,32836790,32837490,NegativeControl-AR_motif_9552
chr5,162777293,162777993,NegativeControl-AR_motif_10953
chr5,154086650,154087350,NegativeControl-AR_motif_10854
chr5,135089482,135090182,NegativeControl-AR_motif_10591
chr5,73280186,73280886,NegativeControl-AR_motif_9981
chr5,72817226,72817926,NegativeControl-AR_motif_9971
chr5,115984990,115985690,NegativeControl-AR_motif_10400
chr5,33547702,33548402,NegativeControl-AR_motif_9560
chr5,58856446,58857146,NegativeControl-AR_motif_9802
chr5,88871339,88872039,NegativeControl-AR_motif_10147
chr5,145805971,145806671,NegativeControl-AR_motif_10734
chr5,111142351,111143051,NegativeControl-AR_motif_10351
chr5,99852472,99853172,NegativeControl-AR_motif_10253
chr5,23203591,23204291,NegativeControl-AR_motif_9462
chr5,43948509,43949209,NegativeControl-AR_motif_9664
chr5,17081428,17082128,NegativeControl-AR_motif_9409
chr5,14351854,14352554,NegativeControl-AR_motif_9375
chr5,114398313,114399013,NegativeControl-AR_motif_10380
chr5,481719,482419,NegativeControl-AR_motif_9192
chr5,71605830,71606530,NegativeControl-AR_motif_9952
chr5,137841095,137841795,NegativeControl-AR_motif_10635
chr5,16715834,16716534,NegativeControl-AR_motif_9403
chr5,114887656,114888356,NegativeControl-AR_motif_10386
chr5,155250287,155250987,NegativeControl-AR_motif_10867
chr5,132222246,132222946,NegativeControl-AR_motif_10555
chr5,154275341,154276041,NegativeControl-AR_motif_10857
chr5,27206465,27207165,NegativeControl-AR_motif_9494
chr5,70431810,70432510,NegativeControl-AR_motif_9932
chr5,76635232,76635932,NegativeControl-AR_motif_10023
chr5,114340088,114340788,NegativeControl-AR_motif_10379
chr5,45593147,45593847,NegativeControl-AR_motif_9681
chr5,79431439,79432139,NegativeControl-AR_motif_10053
chr5,27927376,27928076,NegativeControl-AR_motif_9500
chr5,60907542,60908242,NegativeControl-AR_motif_9825
chr5,126865586,126866286,NegativeControl-AR_motif_10500
chr5,132761533,132762233,NegativeControl-AR_motif_10565
chr5,43413386,43414086,NegativeControl-AR_motif_9658
chr5,135343778,135344478,NegativeControl-AR_motif_10592
chr5,2764908,2765608,NegativeControl-AR_motif_9241
chr5,102831078,102831778,NegativeControl-AR_motif_10286
chr5,24631377,24632077,NegativeControl-AR_motif_9474
chr5,71265135,71265835,NegativeControl-AR_motif_9947
chr5,118909746,118910446,NegativeControl-AR_motif_10422
chr5,58384181,58384881,NegativeControl-AR_motif_9799
chr5,153888494,153889194,NegativeControl-AR_motif_10849
chr5,25644873,25645573,NegativeControl-AR_motif_9483
chr5,148539927,148540627,NegativeControl-AR_motif_10766
chr5,42583729,42584429,NegativeControl-AR_motif_9647
chr5,32539557,32540257,NegativeControl-AR_motif_9547
chr5,57206876,57207576,NegativeControl-AR_motif_9780
chr5,156022318,156023018,NegativeControl-AR_motif_10878
chr5,34318751,34319451,NegativeControl-AR_motif_9570
chr5,171992410,171993110,NegativeControl-AR_motif_11045
chr5,41450855,41451555,NegativeControl-AR_motif_9640
chr5,39758068,39758768,NegativeControl-AR_motif_9622
chr5,69563341,69564041,NegativeControl-AR_motif_9921
chr5,150282013,150282713,NegativeControl-AR_motif_10804
chr5,15131679,15132379,NegativeControl-AR_motif_9393
chr5,157849615,157850315,NegativeControl-AR_motif_10900
chr5,87749254,87749954,NegativeControl-AR_motif_10132
chr5,97211139,97211839,NegativeControl-AR_motif_10220
chr5,158455515,158456215,NegativeControl-AR_motif_10904
chr5,21967416,21968116,NegativeControl-AR_motif_9451
chr5,28575494,28576194,NegativeControl-AR_motif_9506
chr5,77312257,77312957,NegativeControl-AR_motif_10030
chr5,143133400,143134100,NegativeControl-AR_motif_10709
chr5,21547606,21548306,NegativeControl-AR_motif_9448
chr5,136388325,136389025,NegativeControl-AR_motif_10611
chr5,153753285,153753985,NegativeControl-AR_motif_10848
chr5,110648392,110649092,NegativeControl-AR_motif_10346
chr5,75238924,75239624,NegativeControl-AR_motif_9998
chr5,136162501,136163201,NegativeControl-AR_motif_10607
chr5,149282995,149283695,NegativeControl-AR_motif_10781
chr5,168870534,168871234,NegativeControl-AR_motif_11007
chr5,107262124,107262824,NegativeControl-AR_motif_10319
chr5,50546446,50547146,NegativeControl-AR_motif_9700
chr5,140181815,140182515,NegativeControl-AR_motif_10660
chr5,54194835,54195535,NegativeControl-AR_motif_9735
chr5,159397333,159398033,NegativeControl-AR_motif_10919
chr5,64052896,64053596,NegativeControl-AR_motif_9863
chr5,14239984,14240684,NegativeControl-AR_motif_9372
chr5,72583913,72584613,NegativeControl-AR_motif_9968
chr5,75254664,75255364,NegativeControl-AR_motif_9999
